10-Sep-2014 15:46:23
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140910-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.30.14-ch02
Sm = [0.00  0.06  0.14  0.24  0.37  0.55  0.78]
Dy = [0.00  0.05  0.11  0.20  0.32  0.49  0.71]
Tm = [0.00  0.06  0.15  0.28  0.47  0.76]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.00  14.35  14.22  14.00   0.74]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 6.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
10-Sep-2014 20:07:44 Setting valves: 12  18 to 0  0
10-Sep-2014 20:07:45 Setting valves: 24 to 0
10-Sep-2014 20:07:46 Setting valves: 31 to 0
10-Sep-2014 20:07:53 Setting valves: 24 to 1
10-Sep-2014 20:07:54 Setting valves: 20 to 0
10-Sep-2014 20:07:54 Setting valves: 22 to 0
10-Sep-2014 20:07:54 Setting valves: 23 to 0
10-Sep-2014 20:07:54 Setting valves: 19 to 0
10-Sep-2014 20:09:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:09:40 Setting valves: 12  18 to 1  1
10-Sep-2014 20:09:41 Setting valves: 16 to 0
10-Sep-2014 20:09:41 Setting valves: 13 to 0
10-Sep-2014 20:09:58 Setting valves: 11 to 0
% Making Code # 50 = [0.06  0.05  0.76  0.14]
10-Sep-2014 20:13:03 Setting valves: 11 to 1
10-Sep-2014 20:13:04 Setting valves: 11 to 1
10-Sep-2014 20:13:04 Setting valves: 13 to 1
10-Sep-2014 20:13:05 Setting valves: 12  18 to 0  0
10-Sep-2014 20:13:05 Setting valves: 24 to 0
10-Sep-2014 20:13:06 Setting valves: 31 to 0
10-Sep-2014 20:13:13 Setting valves: 24 to 1
10-Sep-2014 20:13:14 Setting valves: 20 to 0
10-Sep-2014 20:13:14 Setting valves: 22 to 0
10-Sep-2014 20:13:14 Setting valves: 19 to 0
10-Sep-2014 20:15:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:15:00 Setting valves: 12  18 to 1  1
10-Sep-2014 20:15:00 Setting valves: 16 to 0
10-Sep-2014 20:15:01 Setting valves: 13 to 0
10-Sep-2014 20:15:18 Setting valves: 11 to 0
% Making Code # 51 = [0.06  0.11  0.00  0.83]
10-Sep-2014 20:18:23 Setting valves: 11 to 1
10-Sep-2014 20:18:24 Setting valves: 11 to 1
10-Sep-2014 20:18:24 Setting valves: 13 to 1
10-Sep-2014 20:18:24 Setting valves: 12  18 to 0  0
10-Sep-2014 20:18:25 Setting valves: 24 to 0
10-Sep-2014 20:18:26 Setting valves: 31 to 0
10-Sep-2014 20:18:33 Setting valves: 24 to 1
10-Sep-2014 20:18:34 Setting valves: 20 to 0
10-Sep-2014 20:18:34 Setting valves: 22 to 0
10-Sep-2014 20:18:34 Setting valves: 23 to 0
10-Sep-2014 20:18:34 Setting valves: 19 to 0
10-Sep-2014 20:20:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:20:20 Setting valves: 12  18 to 1  1
10-Sep-2014 20:20:20 Setting valves: 16 to 0
10-Sep-2014 20:20:21 Setting valves: 13 to 0
10-Sep-2014 20:20:38 Setting valves: 11 to 0
% Making Code # 52 = [0.06  0.11  0.06  0.77]
10-Sep-2014 20:23:44 Setting valves: 11 to 1
10-Sep-2014 20:23:44 Setting valves: 11 to 1
10-Sep-2014 20:23:44 Setting valves: 13 to 1
10-Sep-2014 20:23:45 Setting valves: 12  18 to 0  0
10-Sep-2014 20:23:46 Setting valves: 24 to 0
10-Sep-2014 20:23:46 Error: expected to set values 0 read back 1
10-Sep-2014 20:23:46 Retried setting valves; succeeded!
10-Sep-2014 20:23:46 Setting valves: 31 to 0
10-Sep-2014 20:23:53 Setting valves: 24 to 1
10-Sep-2014 20:23:54 Setting valves: 20 to 0
10-Sep-2014 20:23:54 Error: expected to set values 0 read back 1
10-Sep-2014 20:23:54 Retried setting valves; succeeded!
10-Sep-2014 20:23:54 Setting valves: 22 to 0
10-Sep-2014 20:23:54 Setting valves: 23 to 0
10-Sep-2014 20:23:54 Setting valves: 19 to 0
10-Sep-2014 20:25:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:25:40 Setting valves: 12  18 to 1  1
10-Sep-2014 20:25:41 Setting valves: 16 to 0
10-Sep-2014 20:25:41 Setting valves: 13 to 0
10-Sep-2014 20:25:58 Setting valves: 11 to 0
% Making Code # 53 = [0.06  0.11  0.15  0.68]
10-Sep-2014 20:29:04 Setting valves: 11 to 1
10-Sep-2014 20:29:04 Setting valves: 11 to 1
10-Sep-2014 20:29:04 Setting valves: 13 to 1
10-Sep-2014 20:29:05 Setting valves: 12  18 to 0  0
10-Sep-2014 20:29:06 Setting valves: 24 to 0
10-Sep-2014 20:29:06 Setting valves: 31 to 0
10-Sep-2014 20:29:13 Setting valves: 24 to 1
10-Sep-2014 20:29:14 Setting valves: 20 to 0
10-Sep-2014 20:29:14 Setting valves: 22 to 0
10-Sep-2014 20:29:14 Setting valves: 23 to 0
10-Sep-2014 20:29:14 Setting valves: 19 to 0
10-Sep-2014 20:31:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:31:00 Setting valves: 12  18 to 1  1
10-Sep-2014 20:31:00 Setting valves: 16 to 0
10-Sep-2014 20:31:01 Setting valves: 13 to 0
10-Sep-2014 20:31:18 Setting valves: 11 to 0
% Making Code # 54 = [0.06  0.11  0.28  0.55]
10-Sep-2014 20:34:24 Setting valves: 11 to 1
10-Sep-2014 20:34:24 Setting valves: 11 to 1
10-Sep-2014 20:34:24 Setting valves: 13 to 1
10-Sep-2014 20:34:25 Setting valves: 12  18 to 0  0
10-Sep-2014 20:34:25 Setting valves: 24 to 0
10-Sep-2014 20:34:26 Setting valves: 31 to 0
10-Sep-2014 20:34:33 Setting valves: 24 to 1
10-Sep-2014 20:34:34 Setting valves: 20 to 0
10-Sep-2014 20:34:34 Setting valves: 22 to 0
10-Sep-2014 20:34:34 Setting valves: 23 to 0
10-Sep-2014 20:34:34 Setting valves: 19 to 0
10-Sep-2014 20:36:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:36:20 Setting valves: 12  18 to 1  1
10-Sep-2014 20:36:21 Setting valves: 16 to 0
10-Sep-2014 20:36:21 Setting valves: 13 to 0
10-Sep-2014 20:36:38 Setting valves: 11 to 0
% Making Code # 55 = [0.06  0.11  0.47  0.35]
10-Sep-2014 20:39:43 Setting valves: 11 to 1
10-Sep-2014 20:39:44 Setting valves: 11 to 1
10-Sep-2014 20:39:44 Setting valves: 13 to 1
10-Sep-2014 20:39:44 Setting valves: 12  18 to 0  0
10-Sep-2014 20:39:45 Setting valves: 24 to 0
10-Sep-2014 20:39:46 Setting valves: 31 to 0
10-Sep-2014 20:39:53 Setting valves: 24 to 1
10-Sep-2014 20:39:54 Setting valves: 20 to 0
10-Sep-2014 20:39:54 Error: expected to set values 0 read back 1
10-Sep-2014 20:39:54 Retried setting valves; succeeded!
10-Sep-2014 20:39:54 Setting valves: 22 to 0
10-Sep-2014 20:39:54 Setting valves: 23 to 0
10-Sep-2014 20:39:54 Setting valves: 19 to 0
10-Sep-2014 20:41:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:41:40 Setting valves: 12  18 to 1  1
10-Sep-2014 20:41:41 Setting valves: 16 to 0
10-Sep-2014 20:41:41 Setting valves: 13 to 0
10-Sep-2014 20:41:58 Setting valves: 11 to 0
% Making Code # 56 = [0.06  0.11  0.76  0.07]
10-Sep-2014 20:45:03 Setting valves: 11 to 1
10-Sep-2014 20:45:04 Setting valves: 11 to 1
10-Sep-2014 20:45:04 Setting valves: 13 to 1
10-Sep-2014 20:45:04 Setting valves: 12  18 to 0  0
10-Sep-2014 20:45:05 Setting valves: 24 to 0
10-Sep-2014 20:45:06 Setting valves: 31 to 0
10-Sep-2014 20:45:13 Setting valves: 24 to 1
10-Sep-2014 20:45:14 Setting valves: 20 to 0
10-Sep-2014 20:45:14 Setting valves: 22 to 0
10-Sep-2014 20:45:14 Setting valves: 19 to 0
10-Sep-2014 20:47:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:47:00 Setting valves: 12  18 to 1  1
10-Sep-2014 20:47:01 Setting valves: 16 to 0
10-Sep-2014 20:47:01 Setting valves: 13 to 0
10-Sep-2014 20:47:17 Setting valves: 11 to 0
% Making Code # 57 = [0.06  0.20  0.00  0.74]
10-Sep-2014 20:50:23 Setting valves: 11 to 1
10-Sep-2014 20:50:24 Setting valves: 11 to 1
10-Sep-2014 20:50:24 Setting valves: 13 to 1
10-Sep-2014 20:50:24 Setting valves: 12  18 to 0  0
10-Sep-2014 20:50:25 Setting valves: 24 to 0
10-Sep-2014 20:50:26 Setting valves: 31 to 0
10-Sep-2014 20:50:33 Setting valves: 24 to 1
10-Sep-2014 20:50:34 Setting valves: 20 to 0
10-Sep-2014 20:50:34 Setting valves: 22 to 0
10-Sep-2014 20:50:34 Setting valves: 23 to 0
10-Sep-2014 20:50:34 Setting valves: 19 to 0
10-Sep-2014 20:52:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:52:20 Setting valves: 12  18 to 1  1
10-Sep-2014 20:52:20 Setting valves: 16 to 0
10-Sep-2014 20:52:21 Setting valves: 13 to 0
10-Sep-2014 20:52:38 Setting valves: 11 to 0
% Making Code # 58 = [0.06  0.20  0.06  0.68]
10-Sep-2014 20:55:43 Setting valves: 11 to 1
10-Sep-2014 20:55:44 Setting valves: 11 to 1
10-Sep-2014 20:55:44 Setting valves: 13 to 1
10-Sep-2014 20:55:44 Setting valves: 12  18 to 0  0
10-Sep-2014 20:55:45 Setting valves: 24 to 0
10-Sep-2014 20:55:46 Setting valves: 31 to 0
10-Sep-2014 20:55:53 Setting valves: 24 to 1
10-Sep-2014 20:55:54 Setting valves: 20 to 0
10-Sep-2014 20:55:54 Error: expected to set values 0 read back 1
10-Sep-2014 20:55:54 Retried setting valves; succeeded!
10-Sep-2014 20:55:54 Setting valves: 22 to 0
10-Sep-2014 20:55:54 Setting valves: 23 to 0
10-Sep-2014 20:55:54 Setting valves: 19 to 0
10-Sep-2014 20:57:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 20:57:40 Setting valves: 12  18 to 1  1
10-Sep-2014 20:57:41 Setting valves: 16 to 0
10-Sep-2014 20:57:41 Setting valves: 13 to 0
10-Sep-2014 20:57:58 Setting valves: 11 to 0
% Making Code # 59 = [0.06  0.20  0.15  0.59]
10-Sep-2014 21:01:03 Setting valves: 11 to 1
10-Sep-2014 21:01:04 Setting valves: 11 to 1
10-Sep-2014 21:01:04 Setting valves: 13 to 1
10-Sep-2014 21:01:04 Setting valves: 12  18 to 0  0
10-Sep-2014 21:01:05 Setting valves: 24 to 0
10-Sep-2014 21:01:06 Setting valves: 31 to 0
10-Sep-2014 21:01:13 Setting valves: 24 to 1
10-Sep-2014 21:01:14 Setting valves: 20 to 0
10-Sep-2014 21:01:14 Setting valves: 22 to 0
10-Sep-2014 21:01:14 Setting valves: 23 to 0
10-Sep-2014 21:01:14 Setting valves: 19 to 0
10-Sep-2014 21:03:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:03:00 Setting valves: 12  18 to 1  1
10-Sep-2014 21:03:01 Setting valves: 16 to 0
10-Sep-2014 21:03:01 Setting valves: 13 to 0
10-Sep-2014 21:03:18 Setting valves: 11 to 0
% Making Code # 60 = [0.06  0.20  0.28  0.46]
10-Sep-2014 21:06:23 Setting valves: 11 to 1
10-Sep-2014 21:06:24 Setting valves: 11 to 1
10-Sep-2014 21:06:24 Setting valves: 13 to 1
10-Sep-2014 21:06:24 Setting valves: 12  18 to 0  0
10-Sep-2014 21:06:25 Setting valves: 24 to 0
10-Sep-2014 21:06:26 Setting valves: 31 to 0
10-Sep-2014 21:06:33 Setting valves: 24 to 1
10-Sep-2014 21:06:34 Setting valves: 20 to 0
10-Sep-2014 21:06:34 Setting valves: 22 to 0
10-Sep-2014 21:06:34 Setting valves: 23 to 0
10-Sep-2014 21:06:34 Setting valves: 19 to 0
10-Sep-2014 21:08:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:08:20 Setting valves: 12  18 to 1  1
10-Sep-2014 21:08:21 Setting valves: 16 to 0
10-Sep-2014 21:08:21 Setting valves: 13 to 0
10-Sep-2014 21:08:38 Setting valves: 11 to 0
% Making Code # 61 = [0.06  0.20  0.47  0.27]
10-Sep-2014 21:11:44 Setting valves: 11 to 1
10-Sep-2014 21:11:44 Setting valves: 11 to 1
10-Sep-2014 21:11:44 Setting valves: 13 to 1
10-Sep-2014 21:11:45 Setting valves: 12  18 to 0  0
10-Sep-2014 21:11:46 Setting valves: 24 to 0
10-Sep-2014 21:11:46 Setting valves: 31 to 0
10-Sep-2014 21:11:53 Setting valves: 24 to 1
10-Sep-2014 21:11:54 Setting valves: 20 to 0
10-Sep-2014 21:11:54 Error: expected to set values 0 read back 1
10-Sep-2014 21:11:54 Retried setting valves; succeeded!
10-Sep-2014 21:11:54 Setting valves: 22 to 0
10-Sep-2014 21:11:54 Setting valves: 19 to 0
10-Sep-2014 21:13:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:13:40 Setting valves: 12  18 to 1  1
10-Sep-2014 21:13:41 Setting valves: 16 to 0
10-Sep-2014 21:13:41 Setting valves: 13 to 0
10-Sep-2014 21:13:58 Setting valves: 11 to 0
% Making Code # 62 = [0.06  0.32  0.00  0.62]
10-Sep-2014 21:17:04 Setting valves: 11 to 1
10-Sep-2014 21:17:04 Setting valves: 11 to 1
10-Sep-2014 21:17:04 Setting valves: 13 to 1
10-Sep-2014 21:17:05 Setting valves: 12  18 to 0  0
10-Sep-2014 21:17:06 Setting valves: 24 to 0
10-Sep-2014 21:17:06 Setting valves: 31 to 0
10-Sep-2014 21:17:13 Setting valves: 24 to 1
10-Sep-2014 21:17:14 Setting valves: 20 to 0
10-Sep-2014 21:17:14 Setting valves: 22 to 0
10-Sep-2014 21:17:14 Setting valves: 23 to 0
10-Sep-2014 21:17:14 Setting valves: 19 to 0
10-Sep-2014 21:19:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:19:00 Setting valves: 12  18 to 1  1
10-Sep-2014 21:19:01 Setting valves: 16 to 0
10-Sep-2014 21:19:01 Setting valves: 13 to 0
10-Sep-2014 21:19:18 Setting valves: 11 to 0
% Making Code # 63 = [0.06  0.32  0.06  0.56]
10-Sep-2014 21:22:23 Setting valves: 11 to 1
10-Sep-2014 21:22:24 Setting valves: 11 to 1
10-Sep-2014 21:22:24 Setting valves: 13 to 1
10-Sep-2014 21:22:24 Setting valves: 12  18 to 0  0
10-Sep-2014 21:22:25 Setting valves: 24 to 0
10-Sep-2014 21:22:26 Setting valves: 31 to 0
10-Sep-2014 21:22:33 Setting valves: 24 to 1
10-Sep-2014 21:22:34 Setting valves: 20 to 0
10-Sep-2014 21:22:34 Setting valves: 22 to 0
10-Sep-2014 21:22:34 Setting valves: 23 to 0
10-Sep-2014 21:22:34 Setting valves: 19 to 0
10-Sep-2014 21:24:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:24:20 Setting valves: 12  18 to 1  1
10-Sep-2014 21:24:21 Setting valves: 16 to 0
10-Sep-2014 21:24:21 Setting valves: 13 to 0
10-Sep-2014 21:24:38 Setting valves: 11 to 0
% Making Code # 64 = [0.06  0.32  0.15  0.47]
10-Sep-2014 21:27:43 Setting valves: 11 to 1
10-Sep-2014 21:27:44 Setting valves: 11 to 1
10-Sep-2014 21:27:44 Setting valves: 13 to 1
10-Sep-2014 21:27:44 Setting valves: 12  18 to 0  0
10-Sep-2014 21:27:45 Setting valves: 24 to 0
10-Sep-2014 21:27:46 Setting valves: 31 to 0
10-Sep-2014 21:27:53 Setting valves: 24 to 1
10-Sep-2014 21:27:54 Setting valves: 20 to 0
10-Sep-2014 21:27:54 Setting valves: 22 to 0
10-Sep-2014 21:27:54 Setting valves: 23 to 0
10-Sep-2014 21:27:54 Setting valves: 19 to 0
10-Sep-2014 21:29:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:29:40 Setting valves: 12  18 to 1  1
10-Sep-2014 21:29:40 Setting valves: 16 to 0
10-Sep-2014 21:29:41 Setting valves: 13 to 0
10-Sep-2014 21:29:58 Setting valves: 11 to 0
% Making Code # 65 = [0.06  0.32  0.28  0.34]
10-Sep-2014 21:33:03 Setting valves: 11 to 1
10-Sep-2014 21:33:04 Setting valves: 11 to 1
10-Sep-2014 21:33:04 Setting valves: 13 to 1
10-Sep-2014 21:33:04 Setting valves: 12  18 to 0  0
10-Sep-2014 21:33:05 Setting valves: 24 to 0
10-Sep-2014 21:33:06 Setting valves: 31 to 0
10-Sep-2014 21:33:13 Setting valves: 24 to 1
10-Sep-2014 21:33:14 Setting valves: 20 to 0
10-Sep-2014 21:33:14 Setting valves: 22 to 0
10-Sep-2014 21:33:14 Setting valves: 23 to 0
10-Sep-2014 21:33:14 Setting valves: 19 to 0
10-Sep-2014 21:35:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:35:00 Setting valves: 12  18 to 1  1
10-Sep-2014 21:35:01 Setting valves: 16 to 0
10-Sep-2014 21:35:01 Setting valves: 13 to 0
10-Sep-2014 21:35:18 Setting valves: 11 to 0
% Making Code # 66 = [0.06  0.32  0.47  0.14]
10-Sep-2014 21:38:23 Setting valves: 11 to 1
10-Sep-2014 21:38:24 Setting valves: 11 to 1
10-Sep-2014 21:38:24 Setting valves: 13 to 1
10-Sep-2014 21:38:24 Setting valves: 12  18 to 0  0
10-Sep-2014 21:38:25 Setting valves: 24 to 0
10-Sep-2014 21:38:26 Setting valves: 31 to 0
10-Sep-2014 21:38:33 Setting valves: 24 to 1
10-Sep-2014 21:38:34 Setting valves: 20 to 0
10-Sep-2014 21:38:34 Setting valves: 22 to 0
10-Sep-2014 21:38:34 Setting valves: 19 to 0
10-Sep-2014 21:40:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:40:20 Setting valves: 12  18 to 1  1
10-Sep-2014 21:40:20 Setting valves: 16 to 0
10-Sep-2014 21:40:21 Setting valves: 13 to 0
10-Sep-2014 21:40:38 Setting valves: 11 to 0
% Making Code # 67 = [0.06  0.49  0.00  0.45]
10-Sep-2014 21:43:44 Setting valves: 11 to 1
10-Sep-2014 21:43:44 Setting valves: 11 to 1
10-Sep-2014 21:43:44 Setting valves: 13 to 1
10-Sep-2014 21:43:45 Setting valves: 12  18 to 0  0
10-Sep-2014 21:43:45 Setting valves: 24 to 0
10-Sep-2014 21:43:46 Setting valves: 31 to 0
10-Sep-2014 21:43:53 Setting valves: 24 to 1
10-Sep-2014 21:43:54 Setting valves: 20 to 0
10-Sep-2014 21:43:54 Setting valves: 22 to 0
10-Sep-2014 21:43:54 Setting valves: 23 to 0
10-Sep-2014 21:43:54 Setting valves: 19 to 0
10-Sep-2014 21:45:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:45:40 Setting valves: 12  18 to 1  1
10-Sep-2014 21:45:40 Setting valves: 16 to 0
10-Sep-2014 21:45:41 Setting valves: 13 to 0
10-Sep-2014 21:45:58 Setting valves: 11 to 0
% Making Code # 68 = [0.06  0.49  0.06  0.39]
10-Sep-2014 21:49:03 Setting valves: 11 to 1
10-Sep-2014 21:49:04 Setting valves: 11 to 1
10-Sep-2014 21:49:04 Setting valves: 13 to 1
10-Sep-2014 21:49:04 Setting valves: 12  18 to 0  0
10-Sep-2014 21:49:05 Setting valves: 24 to 0
10-Sep-2014 21:49:06 Setting valves: 31 to 0
10-Sep-2014 21:49:13 Setting valves: 24 to 1
10-Sep-2014 21:49:14 Setting valves: 20 to 0
10-Sep-2014 21:49:14 Setting valves: 22 to 0
10-Sep-2014 21:49:14 Setting valves: 23 to 0
10-Sep-2014 21:49:14 Setting valves: 19 to 0
10-Sep-2014 21:51:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:51:00 Setting valves: 12  18 to 1  1
10-Sep-2014 21:51:01 Setting valves: 16 to 0
10-Sep-2014 21:51:01 Setting valves: 13 to 0
10-Sep-2014 21:51:18 Setting valves: 11 to 0
% Making Code # 69 = [0.06  0.49  0.15  0.30]
10-Sep-2014 21:54:24 Setting valves: 11 to 1
10-Sep-2014 21:54:24 Setting valves: 11 to 1
10-Sep-2014 21:54:24 Setting valves: 13 to 1
10-Sep-2014 21:54:25 Setting valves: 12  18 to 0  0
10-Sep-2014 21:54:25 Setting valves: 24 to 0
10-Sep-2014 21:54:26 Setting valves: 31 to 0
10-Sep-2014 21:54:33 Setting valves: 24 to 1
10-Sep-2014 21:54:34 Setting valves: 20 to 0
10-Sep-2014 21:54:34 Setting valves: 22 to 0
10-Sep-2014 21:54:34 Setting valves: 23 to 0
10-Sep-2014 21:54:34 Setting valves: 19 to 0
10-Sep-2014 21:56:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 21:56:20 Setting valves: 12  18 to 1  1
10-Sep-2014 21:56:20 Setting valves: 16 to 0
10-Sep-2014 21:56:21 Setting valves: 13 to 0
10-Sep-2014 21:56:38 Setting valves: 11 to 0
% Making Code # 70 = [0.06  0.49  0.28  0.17]
10-Sep-2014 21:59:43 Setting valves: 11 to 1
10-Sep-2014 21:59:44 Setting valves: 11 to 1
10-Sep-2014 21:59:44 Setting valves: 13 to 1
10-Sep-2014 21:59:44 Setting valves: 12  18 to 0  0
10-Sep-2014 21:59:45 Setting valves: 24 to 0
10-Sep-2014 21:59:46 Setting valves: 31 to 0
10-Sep-2014 21:59:53 Setting valves: 24 to 1
10-Sep-2014 21:59:54 Setting valves: 20 to 0
10-Sep-2014 21:59:54 Setting valves: 22 to 0
10-Sep-2014 21:59:54 Setting valves: 19 to 0
10-Sep-2014 22:01:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:01:40 Setting valves: 12  18 to 1  1
10-Sep-2014 22:01:40 Setting valves: 16 to 0
10-Sep-2014 22:01:41 Setting valves: 13 to 0
10-Sep-2014 22:01:58 Setting valves: 11 to 0
% Making Code # 71 = [0.06  0.71  0.00  0.23]
10-Sep-2014 22:05:04 Setting valves: 11 to 1
10-Sep-2014 22:05:04 Setting valves: 11 to 1
10-Sep-2014 22:05:04 Setting valves: 13 to 1
10-Sep-2014 22:05:05 Setting valves: 12  18 to 0  0
10-Sep-2014 22:05:05 Setting valves: 24 to 0
10-Sep-2014 22:05:06 Setting valves: 31 to 0
10-Sep-2014 22:05:13 Setting valves: 24 to 1
10-Sep-2014 22:05:14 Setting valves: 20 to 0
10-Sep-2014 22:05:14 Setting valves: 22 to 0
10-Sep-2014 22:05:14 Setting valves: 23 to 0
10-Sep-2014 22:05:14 Setting valves: 19 to 0
10-Sep-2014 22:07:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:07:00 Setting valves: 12  18 to 1  1
10-Sep-2014 22:07:01 Setting valves: 16 to 0
10-Sep-2014 22:07:01 Setting valves: 13 to 0
10-Sep-2014 22:07:18 Setting valves: 11 to 0
10-Sep-2014 22:07:18 Error: expected to set values 0 read back 1
10-Sep-2014 22:07:18 Retried setting valves; succeeded!
% Making Code # 72 = [0.06  0.71  0.06  0.17]
10-Sep-2014 22:10:23 Setting valves: 11 to 1
10-Sep-2014 22:10:24 Setting valves: 11 to 1
10-Sep-2014 22:10:24 Setting valves: 13 to 1
10-Sep-2014 22:10:24 Setting valves: 12  18 to 0  0
10-Sep-2014 22:10:25 Setting valves: 24 to 0
10-Sep-2014 22:10:26 Setting valves: 31 to 0
10-Sep-2014 22:10:33 Setting valves: 24 to 1
10-Sep-2014 22:10:34 Setting valves: 20 to 0
10-Sep-2014 22:10:34 Error: expected to set values 0 read back 1
10-Sep-2014 22:10:34 Retried setting valves; succeeded!
10-Sep-2014 22:10:34 Setting valves: 22 to 0
10-Sep-2014 22:10:34 Setting valves: 23 to 0
10-Sep-2014 22:10:34 Setting valves: 19 to 0
10-Sep-2014 22:12:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:12:20 Setting valves: 12  18 to 1  1
10-Sep-2014 22:12:21 Setting valves: 16 to 0
10-Sep-2014 22:12:22 Setting valves: 13 to 0
10-Sep-2014 22:12:22 Error: expected to set values 0 read back 1
10-Sep-2014 22:12:22 Retried setting valves; succeeded!
10-Sep-2014 22:12:38 Setting valves: 11 to 0
% Making Code # 73 = [0.06  0.71  0.15  0.08]
10-Sep-2014 22:15:43 Setting valves: 11 to 1
10-Sep-2014 22:15:44 Setting valves: 11 to 1
10-Sep-2014 22:15:44 Setting valves: 13 to 1
10-Sep-2014 22:15:44 Setting valves: 12  18 to 0  0
10-Sep-2014 22:15:45 Setting valves: 24 to 0
10-Sep-2014 22:15:46 Setting valves: 31 to 0
10-Sep-2014 22:15:53 Setting valves: 24 to 1
10-Sep-2014 22:15:54 Setting valves: 20 to 0
10-Sep-2014 22:15:54 Setting valves: 19 to 0
10-Sep-2014 22:17:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:17:40 Setting valves: 12  18 to 1  1
10-Sep-2014 22:17:41 Setting valves: 16 to 0
10-Sep-2014 22:17:41 Setting valves: 13 to 0
10-Sep-2014 22:17:58 Setting valves: 11 to 0
% Making Code # 74 = [0.14  0.00  0.00  0.86]
10-Sep-2014 22:21:03 Setting valves: 11 to 1
10-Sep-2014 22:21:04 Setting valves: 11 to 1
10-Sep-2014 22:21:04 Setting valves: 13 to 1
10-Sep-2014 22:21:04 Setting valves: 12  18 to 0  0
10-Sep-2014 22:21:05 Setting valves: 24 to 0
10-Sep-2014 22:21:06 Setting valves: 31 to 0
10-Sep-2014 22:21:13 Setting valves: 24 to 1
10-Sep-2014 22:21:14 Setting valves: 20 to 0
10-Sep-2014 22:21:14 Setting valves: 23 to 0
10-Sep-2014 22:21:14 Setting valves: 19 to 0
10-Sep-2014 22:23:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:23:00 Setting valves: 12  18 to 1  1
10-Sep-2014 22:23:01 Setting valves: 16 to 0
10-Sep-2014 22:23:01 Setting valves: 13 to 0
10-Sep-2014 22:23:18 Setting valves: 11 to 0
% Making Code # 75 = [0.14  0.00  0.06  0.80]
10-Sep-2014 22:26:23 Setting valves: 11 to 1
10-Sep-2014 22:26:24 Setting valves: 11 to 1
10-Sep-2014 22:26:24 Setting valves: 13 to 1
10-Sep-2014 22:26:24 Setting valves: 12  18 to 0  0
10-Sep-2014 22:26:25 Setting valves: 24 to 0
10-Sep-2014 22:26:26 Setting valves: 31 to 0
10-Sep-2014 22:26:33 Setting valves: 24 to 1
10-Sep-2014 22:26:34 Setting valves: 20 to 0
10-Sep-2014 22:26:34 Setting valves: 23 to 0
10-Sep-2014 22:26:34 Setting valves: 19 to 0
10-Sep-2014 22:28:20 Setting valves: 20  22  23  19 to 1  1  1  1
